ch_id,user_id,date,customer_id,ns_id,service_id,employee_id_x,service_price,np_id,product_id,employee_id_y,sale_price,nt_id,ticket_id,ticket_price,employee_id
39.0,102.0,2018-08-17,199.0,215.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
41.0,102.0,2018-08-17,200.0,216.0,0.0,0.0,"b'16,200\xe5\x86\x86'",,,,,,,,
42.0,102.0,2018-08-17,202.0,217.0,0.0,49.0,"b'8,300\xe5\x86\x86'",,,,,,,,
43.0,102.0,2018-08-18,203.0,218.0,0.0,0.0,"b'6,480\xe5\x86\x86'",,,,,,,,
44.0,102.0,2018-08-18,204.0,219.0,0.0,0.0,"b'6,480\xe5\x86\x86'",,,,,,,,
45.0,102.0,2018-08-18,205.0,220.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
46.0,102.0,2018-08-18,206.0,221.0,0.0,0.0,"b'4,800\xe5\x86\x86'",,,,,,,,
47.0,102.0,2018-08-19,209.0,222.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
48.0,102.0,2018-08-19,211.0,223.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
49.0,102.0,2018-08-19,213.0,224.0,0.0,0.0,"b'7,600\xe5\x86\x86'",,,,,,,,
50.0,102.0,2018-08-20,214.0,225.0,0.0,0.0,"b'10,908\xe5\x86\x86'",,,,,,,,
51.0,102.0,2018-08-22,216.0,226.0,0.0,0.0,"b'6,912\xe5\x86\x86'",,,,,,,,
52.0,102.0,2018-08-22,215.0,227.0,0.0,0.0,"b'7,124\xe5\x86\x86'",,,,,,,,
53.0,102.0,2018-08-22,217.0,228.0,0.0,0.0,"b'12,204\xe5\x86\x86'",,,,,,,,
54.0,102.0,2018-08-22,218.0,229.0,0.0,0.0,"b'8,200\xe5\x86\x86'",,,,,,,,
55.0,102.0,2018-08-23,220.0,230.0,0.0,0.0,"b'7,124\xe5\x86\x86'",,,,,,,,
56.0,33.0,2018-08-24,230.0,5.0,0.0,0.0,"b'2,000\xe5\x86\x86'",,,,,,,,
57.0,33.0,2018-08-24,231.0,6.0,0.0,0.0,"b'2,000\xe5\x86\x86'",,,,,,,,
58.0,102.0,2018-08-24,223.0,231.0,0.0,0.0,"b'4,200\xe5\x86\x86'",,,,,,,,
59.0,102.0,2018-08-24,228.0,232.0,0.0,0.0,"b'10,800\xe5\x86\x86'",,,,,,,,
60.0,102.0,2018-08-24,222.0,233.0,0.0,0.0,"b'17,280\xe5\x86\x86'",,,,,,,,
61.0,102.0,2018-08-25,243.0,234.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
62.0,102.0,2018-08-25,242.0,235.0,0.0,0.0,"b'6,500\xe5\x86\x86'",,,,,,,,
63.0,102.0,2018-08-25,241.0,236.0,0.0,0.0,"b'8,300\xe5\x86\x86'",,,,,,,,
64.0,102.0,2018-08-27,253.0,237.0,0.0,0.0,"b'8,200\xe5\x86\x86'",,,,,,,,
65.0,102.0,2018-08-27,256.0,238.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
67.0,102.0,2018-08-30,259.0,239.0,0.0,0.0,"b'6,600\xe5\x86\x86'",,,,,,,,
68.0,102.0,2018-08-30,266.0,240.0,0.0,0.0,"b'8,240\xe5\x86\x86'",,,,,,,,
69.0,102.0,2018-09-01,272.0,241.0,0.0,0.0,"b'9,396\xe5\x86\x86'",,,,,,,,
70.0,102.0,2018-09-02,278.0,242.0,0.0,0.0,"b'6,096\xe5\x86\x86'",,,,,,,,
71.0,102.0,2018-09-02,162.0,243.0,0.0,0.0,"b'13,408\xe5\x86\x86'",,,,,,,,
72.0,102.0,2018-09-02,283.0,244.0,0.0,0.0,"b'8,300\xe5\x86\x86'",,,,,,,,
73.0,102.0,2018-09-02,179.0,245.0,0.0,0.0,"b'6,480\xe5\x86\x86'",,,,,,,,
74.0,102.0,2018-09-02,279.0,246.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
75.0,102.0,2018-09-02,281.0,247.0,0.0,0.0,"b'8,300\xe5\x86\x86'",,,,,,,,
76.0,102.0,2018-09-02,282.0,248.0,0.0,0.0,"b'5,424\xe5\x86\x86'",,,,,,,,
77.0,102.0,2018-09-03,171.0,249.0,0.0,0.0,"b'7,560\xe5\x86\x86'",,,,,,,,
78.0,102.0,2018-09-03,284.0,250.0,0.0,0.0,"b'5,980\xe5\x86\x86'",,,,,,,,
81.0,102.0,2018-09-03,287.0,251.0,0.0,0.0,"b'9,120\xe5\x86\x86'",,,,,,,,
82.0,102.0,2018-09-02,288.0,252.0,0.0,0.0,"b'8,300\xe5\x86\x86'",,,,,,,,
83.0,102.0,2018-09-03,190.0,253.0,0.0,0.0,"b'7,800\xe5\x86\x86'",,,,,,,,
84.0,102.0,2018-09-03,173.0,254.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
85.0,33.0,2018-09-03,140.0,7.0,0.0,65.0,"b'123,456\xe5\x86\x86'",228.0,38.0,65.0,bytearray(b'23\xe5\x86\x86'),,,,
86.0,33.0,2018-09-03,286.0,8.0,0.0,0.0,"b'235,765,432\xe5\x86\x86'",,,,,,,,
86.0,33.0,2018-09-03,286.0,1973.0,8.0,29.0,"b'9,600\xe5\x86\x86'",,,,,,,,
87.0,33.0,2018-09-03,4110.0,9.0,0.0,0.0,"b'3,345,679\xe5\x86\x86'",,,,,,,,
87.0,33.0,2018-09-03,4110.0,10.0,0.0,0.0,"b'34,688\xe5\x86\x86'",,,,,,,,
89.0,102.0,2018-09-02,280.0,255.0,0.0,0.0,"b'8,300\xe5\x86\x86'",,,,,,,,
90.0,102.0,2018-09-01,277.0,256.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
91.0,102.0,2018-09-01,276.0,257.0,0.0,0.0,"b'8,300\xe5\x86\x86'",,,,,,,,
92.0,102.0,2018-09-01,275.0,258.0,0.0,0.0,"b'4,300\xe5\x86\x86'",,,,,,,,
93.0,102.0,2018-09-01,274.0,259.0,0.0,0.0,"b'4,800\xe5\x86\x86'",,,,,,,,
94.0,102.0,2018-09-01,273.0,260.0,0.0,0.0,"b'8,096\xe5\x86\x86'",,,,,,,,
95.0,102.0,2018-09-01,271.0,261.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
96.0,102.0,2018-08-31,269.0,262.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
97.0,102.0,2018-08-30,268.0,263.0,0.0,0.0,"b'9,668\xe5\x86\x86'",,,,,,,,
98.0,102.0,2018-08-30,267.0,264.0,0.0,0.0,"b'6,480\xe5\x86\x86'",,,,,,,,
99.0,102.0,2018-08-24,258.0,265.0,0.0,0.0,b'0\xe5\x86\x86',,,,,,,,
100.0,102.0,2018-08-29,258.0,266.0,0.0,0.0,"b'6,480\xe5\x86\x86'",,,,,,,,
101.0,102.0,2018-08-27,257.0,267.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
102.0,102.0,2018-08-27,255.0,268.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
102.0,102.0,2018-08-27,255.0,1014.0,6.0,49.0,b'1\xe5\x86\x86',,,,,,,,
103.0,102.0,2018-08-27,254.0,269.0,0.0,0.0,"b'6,480\xe5\x86\x86'",,,,,,,,
104.0,102.0,2018-08-27,252.0,270.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
105.0,102.0,2018-08-26,250.0,271.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
118.0,102.0,2018-09-05,259.0,272.0,0.0,0.0,b'756\xe5\x86\x86',,,,,,,,
119.0,102.0,2018-09-05,289.0,273.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
120.0,102.0,2018-09-05,290.0,274.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
121.0,102.0,2018-09-05,291.0,275.0,0.0,0.0,"b'11,820\xe5\x86\x86'",,,,,,,,
122.0,102.0,2018-09-05,293.0,276.0,0.0,0.0,"b'4,700\xe5\x86\x86'",,,,,,,,
125.0,102.0,2018-09-05,181.0,277.0,0.0,0.0,"b'6,480\xe5\x86\x86'",,,,,,,,
127.0,33.0,2018-09-05,125.0,11.0,0.0,0.0,"b'3,000\xe5\x86\x86'",47.0,16.0,32.0,"bytearray(b'2,500\xe5\x86\x86')",,,,
127.0,33.0,2018-09-05,125.0,11.0,0.0,0.0,"b'3,000\xe5\x86\x86'",48.0,9.0,0.0,bytearray(b'0'),,,,
127.0,33.0,2018-09-05,125.0,11.0,0.0,0.0,"b'3,000\xe5\x86\x86'",49.0,16.0,0.0,bytearray(b'0'),,,,
127.0,33.0,2018-09-05,125.0,11.0,0.0,0.0,"b'3,000\xe5\x86\x86'",50.0,16.0,0.0,bytearray(b'0'),,,,
127.0,33.0,2018-09-05,125.0,12.0,2.0,0.0,b'',47.0,16.0,32.0,"bytearray(b'2,500\xe5\x86\x86')",,,,
127.0,33.0,2018-09-05,125.0,12.0,2.0,0.0,b'',48.0,9.0,0.0,bytearray(b'0'),,,,
127.0,33.0,2018-09-05,125.0,12.0,2.0,0.0,b'',49.0,16.0,0.0,bytearray(b'0'),,,,
127.0,33.0,2018-09-05,125.0,12.0,2.0,0.0,b'',50.0,16.0,0.0,bytearray(b'0'),,,,
127.0,33.0,2018-09-05,125.0,13.0,0.0,0.0,b'',47.0,16.0,32.0,"bytearray(b'2,500\xe5\x86\x86')",,,,
127.0,33.0,2018-09-05,125.0,13.0,0.0,0.0,b'',48.0,9.0,0.0,bytearray(b'0'),,,,
127.0,33.0,2018-09-05,125.0,13.0,0.0,0.0,b'',49.0,16.0,0.0,bytearray(b'0'),,,,
127.0,33.0,2018-09-05,125.0,13.0,0.0,0.0,b'',50.0,16.0,0.0,bytearray(b'0'),,,,
127.0,33.0,2018-09-05,125.0,638.0,1.0,0.0,,47.0,16.0,32.0,"bytearray(b'2,500\xe5\x86\x86')",,,,
127.0,33.0,2018-09-05,125.0,638.0,1.0,0.0,,48.0,9.0,0.0,bytearray(b'0'),,,,
127.0,33.0,2018-09-05,125.0,638.0,1.0,0.0,,49.0,16.0,0.0,bytearray(b'0'),,,,
127.0,33.0,2018-09-05,125.0,638.0,1.0,0.0,,50.0,16.0,0.0,bytearray(b'0'),,,,
128.0,102.0,2018-09-05,294.0,278.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
132.0,33.0,2018-09-05,1194.0,,,,,,,,,,,,
133.0,102.0,2018-09-06,135.0,279.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
133.0,102.0,2018-09-06,135.0,280.0,0.0,0.0,"b'2,160\xe5\x86\x86'",,,,,,,,
134.0,102.0,2018-09-06,299.0,281.0,0.0,0.0,"b'4,800\xe5\x86\x86'",,,,,,,,
135.0,102.0,2018-09-06,297.0,282.0,0.0,0.0,"b'7,128\xe5\x86\x86'",,,,,,,,
136.0,102.0,2018-09-06,298.0,283.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
137.0,102.0,2018-09-06,301.0,284.0,0.0,0.0,"b'4,560\xe5\x86\x86'",,,,,,,,
138.0,102.0,2018-09-06,300.0,285.0,0.0,0.0,"b'7,100\xe5\x86\x86'",,,,,,,,
139.0,102.0,2018-09-06,175.0,286.0,0.0,0.0,"b'8,300\xe5\x86\x86'",,,,,,,,
140.0,102.0,2018-09-07,302.0,287.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
141.0,102.0,2018-09-07,303.0,288.0,0.0,0.0,"b'6,700\xe5\x86\x86'",,,,,,,,
142.0,102.0,2018-09-07,304.0,289.0,0.0,0.0,"b'7,236\xe5\x86\x86'",,,,,,,,
143.0,102.0,2018-09-07,292.0,290.0,0.0,0.0,b'',,,,,,,,
144.0,102.0,2018-09-08,212.0,291.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
145.0,102.0,2018-09-08,204.0,292.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
146.0,102.0,2018-09-08,305.0,293.0,0.0,0.0,"b'6,628\xe5\x86\x86'",,,,,,,,
147.0,102.0,2018-09-08,306.0,294.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
148.0,102.0,2018-09-08,307.0,295.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
149.0,102.0,2018-09-09,172.0,296.0,0.0,0.0,"b'8,640\xe5\x86\x86'",,,,,,,,
150.0,102.0,2018-09-09,308.0,297.0,0.0,0.0,"b'7,252\xe5\x86\x86'",,,,,,,,
151.0,102.0,2018-09-09,309.0,298.0,0.0,0.0,"b'5,756\xe5\x86\x86'",,,,,,,,
152.0,102.0,2018-09-10,311.0,299.0,0.0,0.0,"b'13,640\xe5\x86\x86'",,,,,,,,
153.0,102.0,2018-09-10,312.0,300.0,0.0,0.0,"b'8,964\xe5\x86\x86'",,,,,,,,
154.0,102.0,2018-09-10,165.0,301.0,0.0,0.0,"b'22,680\xe5\x86\x86'",,,,,,,,
155.0,102.0,2018-09-10,313.0,302.0,0.0,0.0,"b'6,300\xe5\x86\x86'",,,,,,,,
156.0,33.0,2018-09-10,344.0,,,,,,,,,,,,
161.0,,,,,,,,,,,,,,,
163.0,33.0,2018-09-11,344.0,,,,,,,,,,,,
165.0,102.0,2018-09-12,315.0,303.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
166.0,102.0,2018-09-12,316.0,304.0,0.0,0.0,"b'4,300\xe5\x86\x86'",,,,,,,,
168.0,102.0,2018-09-12,211.0,305.0,0.0,0.0,"b'8,040\xe5\x86\x86'",,,,,,,,
169.0,102.0,2018-09-12,223.0,306.0,0.0,0.0,"b'5,500\xe5\x86\x86'",,,,,,,,
170.0,102.0,2018-09-12,317.0,307.0,0.0,0.0,"b'6,380\xe5\x86\x86'",,,,,,,,
171.0,102.0,2018-09-12,319.0,308.0,0.0,0.0,"b'10,260\xe5\x86\x86'",,,,,,,,
172.0,102.0,2018-09-12,318.0,309.0,0.0,0.0,"b'6,480\xe5\x86\x86'",,,,,,,,
173.0,102.0,2018-09-13,294.0,310.0,0.0,0.0,b'0\xe5\x86\x86',,,,,,,,
174.0,102.0,2018-09-13,259.0,311.0,0.0,0.0,b'756\xe5\x86\x86',,,,,,,,
175.0,102.0,2018-09-13,320.0,312.0,0.0,0.0,"b'6,724\xe5\x86\x86'",,,,,,,,
176.0,102.0,2018-09-13,321.0,313.0,0.0,0.0,"b'4,600\xe5\x86\x86'",,,,,,,,
178.0,102.0,2018-09-13,210.0,314.0,0.0,0.0,"b'9,396\xe5\x86\x86'",,,,,,,,
179.0,102.0,2018-09-13,322.0,315.0,0.0,0.0,"b'14,200\xe5\x86\x86'",,,,,,,,
180.0,102.0,2018-09-13,323.0,316.0,0.0,0.0,"b'8,548\xe5\x86\x86'",,,,,,,,
181.0,102.0,2018-09-14,137.0,317.0,0.0,0.0,"b'23,004\xe5\x86\x86'",,,,,,,,
182.0,102.0,2018-09-14,324.0,318.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
183.0,102.0,2018-09-14,327.0,319.0,0.0,0.0,"b'6,480\xe5\x86\x86'",,,,,,,,
184.0,102.0,2018-09-14,326.0,320.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
185.0,102.0,2018-09-14,325.0,321.0,0.0,0.0,"b'6,800\xe5\x86\x86'",,,,,,,,
186.0,102.0,2018-09-14,244.0,322.0,0.0,0.0,"b'7,776\xe5\x86\x86'",,,,,,,,
187.0,33.0,2018-09-15,1194.0,,,,,,,,,,,,
189.0,33.0,2018-09-15,140.0,21.0,0.0,65.0,"b'2,080\xe5\x86\x86'",227.0,31.0,65.0,"bytearray(b'1,200\xe5\x86\x86')",,,,
189.0,33.0,2018-09-15,140.0,22.0,0.0,65.0,"b'3,00\xe5\x86\x86'",227.0,31.0,65.0,"bytearray(b'1,200\xe5\x86\x86')",,,,
189.0,33.0,2018-09-15,140.0,1387.0,9.0,64.0,"b'4,346'",227.0,31.0,65.0,"bytearray(b'1,200\xe5\x86\x86')",,,,
190.0,102.0,2018-09-15,209.0,323.0,0.0,0.0,b'0\xe5\x86\x86',,,,,,,,
190.0,102.0,2018-09-15,209.0,324.0,0.0,0.0,"b'15,120\xe5\x86\x86'",,,,,,,,
191.0,102.0,2018-09-15,203.0,325.0,0.0,0.0,b'0\xe5\x86\x86',,,,,,,,
191.0,102.0,2018-09-15,203.0,326.0,0.0,0.0,"b'7,560\xe5\x86\x86'",,,,,,,,
192.0,102.0,2018-09-15,180.0,327.0,0.0,0.0,b'0\xe5\x86\x86',,,,,,,,
192.0,102.0,2018-09-15,180.0,328.0,0.0,0.0,"b'9,507\xe5\x86\x86'",,,,,,,,
193.0,102.0,2018-09-15,332.0,329.0,0.0,0.0,b'0\xe5\x86\x86',,,,,,,,
193.0,102.0,2018-09-15,332.0,330.0,0.0,0.0,"b'7,900\xe5\x86\x86'",,,,,,,,
194.0,102.0,2018-09-17,337.0,331.0,5.0,0.0,b'',,,,,,,,
195.0,33.0,2018-09-17,344.0,,,,,,,,,,,,
196.0,33.0,2018-09-17,140.0,23.0,0.0,0.0,"b'324,354\xe5\x86\x86'",234.0,31.0,58.0,"bytearray(b'2,222')",,,,
196.0,33.0,2018-09-17,140.0,23.0,0.0,0.0,"b'324,354\xe5\x86\x86'",269.0,31.0,58.0,"bytearray(b'1,425\xe5\x86\x86')",,,,
196.0,33.0,2018-09-17,140.0,25.0,0.0,0.0,"b'32,412,341,234\xe5\x86\x86'",234.0,31.0,58.0,"bytearray(b'2,222')",,,,
196.0,33.0,2018-09-17,140.0,25.0,0.0,0.0,"b'32,412,341,234\xe5\x86\x86'",269.0,31.0,58.0,"bytearray(b'1,425\xe5\x86\x86')",,,,
196.0,33.0,2018-09-17,140.0,1400.0,9.0,64.0,"b'1,331'",234.0,31.0,58.0,"bytearray(b'2,222')",,,,
196.0,33.0,2018-09-17,140.0,1400.0,9.0,64.0,"b'1,331'",269.0,31.0,58.0,"bytearray(b'1,425\xe5\x86\x86')",,,,
196.0,33.0,2018-09-17,140.0,1737.0,8.0,63.0,"b'6,346'",234.0,31.0,58.0,"bytearray(b'2,222')",,,,
196.0,33.0,2018-09-17,140.0,1737.0,8.0,63.0,"b'6,346'",269.0,31.0,58.0,"bytearray(b'1,425\xe5\x86\x86')",,,,
197.0,33.0,2018-09-18,125.0,26.0,2.0,0.0,"b'55,754,776\xe5\x86\x86'",,,,,,,,
197.0,33.0,2018-09-18,125.0,27.0,2.0,0.0,b'44\xe5\x86\x86',,,,,,,,
197.0,33.0,2018-09-18,125.0,28.0,2.0,0.0,"b'45,345\xe5\x86\x86'",,,,,,,,
197.0,33.0,2018-09-18,125.0,29.0,0.0,0.0,"b'5,235,235\xe5\x86\x86'",,,,,,,,
197.0,33.0,2018-09-18,125.0,30.0,0.0,0.0,"b'4,325,325\xe5\x86\x86'",,,,,,,,
197.0,33.0,2018-09-18,125.0,31.0,0.0,0.0,b'\xe5\x86\x86',,,,,,,,
198.0,33.0,2018-09-18,4110.0,33.0,0.0,0.0,b'\xe5\x86\x86',,,,,,,,
198.0,33.0,2018-09-18,4110.0,34.0,0.0,0.0,"b'543,634\xe5\x86\x86'",,,,,,,,
199.0,33.0,2018-09-18,188.0,36.0,2.0,0.0,b'\xe5\x86\x86',,,,,,,,
200.0,33.0,2018-09-18,4110.0,37.0,0.0,0.0,b'',,,,,,,,
200.0,33.0,2018-09-18,4110.0,38.0,0.0,0.0,b'',,,,,,,,
200.0,33.0,2018-09-18,4110.0,39.0,2.0,0.0,b'',,,,,,,,
201.0,33.0,2018-09-18,143.0,40.0,3.0,0.0,b'\xe5\x86\x86',13.0,10.0,0.0,bytearray(b'0'),,,,
201.0,33.0,2018-09-18,143.0,40.0,3.0,0.0,b'\xe5\x86\x86',259.0,43.0,59.0,"bytearray(b'5,858\xe5\x86\x86')",,,,
201.0,33.0,2018-09-18,143.0,41.0,3.0,0.0,"b'45,423\xe5\x86\x86'",13.0,10.0,0.0,bytearray(b'0'),,,,
201.0,33.0,2018-09-18,143.0,41.0,3.0,0.0,"b'45,423\xe5\x86\x86'",259.0,43.0,59.0,"bytearray(b'5,858\xe5\x86\x86')",,,,
201.0,33.0,2018-09-18,143.0,42.0,4.0,0.0,b'',13.0,10.0,0.0,bytearray(b'0'),,,,
201.0,33.0,2018-09-18,143.0,42.0,4.0,0.0,b'',259.0,43.0,59.0,"bytearray(b'5,858\xe5\x86\x86')",,,,
201.0,33.0,2018-09-18,143.0,43.0,4.0,0.0,b'',13.0,10.0,0.0,bytearray(b'0'),,,,
201.0,33.0,2018-09-18,143.0,43.0,4.0,0.0,b'',259.0,43.0,59.0,"bytearray(b'5,858\xe5\x86\x86')",,,,
201.0,33.0,2018-09-18,143.0,44.0,4.0,0.0,b'',13.0,10.0,0.0,bytearray(b'0'),,,,
201.0,33.0,2018-09-18,143.0,44.0,4.0,0.0,b'',259.0,43.0,59.0,"bytearray(b'5,858\xe5\x86\x86')",,,,
202.0,33.0,2018-09-18,286.0,45.0,0.0,0.0,"b'24,567\xe5\x86\x86'",,,,,,,,
202.0,33.0,2018-09-18,286.0,46.0,0.0,0.0,"b'66,444\xe5\x86\x86'",,,,,,,,
202.0,33.0,2018-09-18,286.0,47.0,0.0,0.0,"b'455,666\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,48.0,0.0,0.0,b'234\xe5\x86\x86',,,,,,,,
203.0,33.0,2018-09-18,126.0,49.0,0.0,0.0,"b'234,565\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,50.0,0.0,0.0,"b'14,241,324\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,51.0,0.0,0.0,"b'12,341\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,52.0,0.0,0.0,b'',,,,,,,,
203.0,33.0,2018-09-18,126.0,53.0,0.0,0.0,"b'14,234,125\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,54.0,0.0,0.0,"b'1,245,243\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,55.0,0.0,0.0,"b'124,123\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,56.0,0.0,0.0,"b'2,452\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,57.0,0.0,0.0,"b'43,252\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,58.0,0.0,0.0,"b'44,325\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,59.0,0.0,0.0,"b'3,424\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,60.0,0.0,0.0,"b'43,223\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,61.0,0.0,0.0,"b'3,242\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,62.0,0.0,0.0,"b'23,423\xe5\x86\x86'",,,,,,,,
203.0,33.0,2018-09-18,126.0,64.0,0.0,0.0,"b'43,252\xe5\x86\x86'",,,,,,,,
204.0,33.0,2018-09-19,352.0,65.0,0.0,0.0,"b'3,333\xe5\x86\x86'",,,,,,,,
205.0,33.0,2018-09-20,352.0,67.0,5.0,0.0,b'',,,,,,,,
206.0,33.0,2018-09-20,347.0,68.0,0.0,0.0,"b'3,214,312\xe5\x86\x86'",1.0,10.0,32.0,bytearray(b'200\xe5\x86\x86'),,,,
206.0,33.0,2018-09-20,347.0,69.0,0.0,0.0,"b'2,455,432\xe5\x86\x86'",1.0,10.0,32.0,bytearray(b'200\xe5\x86\x86'),,,,
206.0,33.0,2018-09-20,347.0,71.0,6.0,0.0,"b'3,526,345\xe5\x86\x86'",1.0,10.0,32.0,bytearray(b'200\xe5\x86\x86'),,,,
