id,user_id,customer_id,service_price,date
83,102.0,190.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-03
84,102.0,173.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""}]'",2018-09-03
85,33.0,140.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""123,456\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-03
86,33.0,286.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""235,765,432\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-03
87,33.0,4110.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""3,345,679\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""34,688\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-03
89,102.0,280.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,300\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-02
90,102.0,277.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-01
91,102.0,276.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,300\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-01
92,102.0,275.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""4,300\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-01
93,102.0,274.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""4,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-01
94,102.0,273.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,096\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-01
95,102.0,271.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-01
96,102.0,269.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-08-31
97,102.0,268.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""9,668\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-08-30
98,102.0,267.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,480\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-08-30
99,102.0,258.0,"b'[{""service"":""\\u8131\\u6bdb"",""price"":""0\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""}]'",2018-08-24
100,102.0,258.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,480\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-08-29
101,102.0,257.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-08-27
102,102.0,255.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-08-27
103,102.0,254.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,480\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-08-27
104,102.0,252.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-08-27
105,102.0,250.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-08-26
118,102.0,259.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""756\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-05
119,102.0,289.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-05
120,102.0,290.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-05
121,102.0,291.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""11,820\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-05
122,102.0,293.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""4,700\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-05
125,102.0,181.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,480\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-05
127,33.0,125.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""3,000\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a8\\u30b9\\u30c6"",""payment"":"""",""service_id"":""2"",""customer_service_id"":""27"",""price"":""""},{""service"":""\\u8131\\u6bdb"",""price"":"""",""payment"":""""}]'",2018-09-05
128,102.0,294.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-05
132,33.0,1194.0,"b'[{""service"":""\\u8131\\u6bdb"",""price"":""500\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u8131\\u6bdb"",""price"":""3,555\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30dc\\u30c7\\u30a3"",""price"":""4,000\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-05
133,102.0,135.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u8131\\u6bdb"",""price"":""2,160\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-06
134,102.0,299.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""4,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-06
135,102.0,297.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,128\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-06
136,102.0,298.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-06
137,102.0,301.0,"b'[{""service"":""\\u8131\\u6bdb"",""price"":""4,560\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-06
138,102.0,300.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,100\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-06
139,102.0,175.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,300\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-06
140,102.0,302.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-07
141,102.0,303.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,700\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-07
142,102.0,304.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,236\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-07
143,102.0,292.0,"b'[{""service"":""\\u8131\\u6bdb"",""price"":"""",""payment"":""""}]'",2018-09-07
144,102.0,212.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-08
145,102.0,204.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-08
146,102.0,305.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,628\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-08
147,102.0,306.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-08
148,102.0,307.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-08
149,102.0,172.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-09
150,102.0,308.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,252\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-09
151,102.0,309.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""5,756\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-09
152,102.0,311.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""13,640\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-10
153,102.0,312.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,964\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-10
154,102.0,165.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""22,680\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-10
155,102.0,313.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,300\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-10
156,33.0,344.0,"b'[{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""payment"":""\\u30ab\\u30fc\\u30c9"",""staff"":"""",""price"":""2,000\\u5186""},{""service"":""\\u30a8\\u30b9\\u30c6"",""payment"":""\\u30ab\\u30fc\\u30c9"",""staff"":""hemnder"",""price"":""4,000\\u5186""}]'",2018-09-10
161,,,"b'""""'",
163,33.0,344.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""1,000\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-11
165,102.0,315.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-12
166,102.0,316.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""4,300\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-12
168,102.0,211.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,040\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-12
169,102.0,223.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""5,500\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-12
170,102.0,317.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,380\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-12
171,102.0,319.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""10,260\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-12
172,102.0,318.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,480\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-12
173,102.0,294.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""0\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-13
174,102.0,259.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""756\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-13
175,102.0,320.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,724\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-13
176,102.0,321.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""4,600\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-13
178,102.0,210.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""9,396\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-13
179,102.0,322.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""14,200\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-13
180,102.0,323.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,548\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-13
181,102.0,137.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""23,004\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-14
182,102.0,324.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-14
183,102.0,327.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,480\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-14
184,102.0,326.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-14
185,102.0,325.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-14
186,102.0,244.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,776\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-14
187,33.0,1194.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""payment"":"""",""service_id"":""2"",""customer_service_id"":""23"",""price"":""""}]'",2018-09-15
189,33.0,140.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""2,000\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""3,000\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-15
190,102.0,209.0,"b'[{""service"":""\\u8131\\u6bdb"",""price"":""0\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""15,120\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-15
